token	label	f_x	f_y	f_xy	pmi	pmi_freq
Rettungsmission	1	8307	6	4	1.0886515247923383	1.9506016782362328
Visa	1	8307	6	4	1.0886515247923383	1.9506016782362328
Osten	1	8307	6	4	1.0886515247923383	1.9506016782362328
zerstören	1	8307	6	4	1.0886515247923383	1.9506016782362328
unkontrolliert	1	8307	6	4	1.0886515247923383	1.9506016782362328
Visa-Erleichterung	1	8307	6	4	1.0886515247923383	1.9506016782362328
groß	1	8307	56	20	0.46449721571934455	1.869764652637633
schicken	1	8307	13	6	0.720926744667021	1.849140590510513
legen	1	8307	13	6	0.720926744667021	1.849140590510513
gleichzeitig	1	8307	13	6	0.720926744667021	1.849140590510513
äußern	1	8307	13	6	0.720926744667021	1.849140590510513
Küstenwache	1	8307	10	5	0.8009694523405575	1.8443003209029727
bald	1	8307	7	4	0.93450084496508	1.818454678518315
Interview	1	8307	7	4	0.93450084496508	1.818454678518315
entlang	1	8307	7	4	0.93450084496508	1.818454678518315
vorgehen	1	8307	35	13	0.5037179288726259	1.7908925619547527
Sonntag	1	8307	29	11	0.5247160757123992	1.766874253673229
begrenzen	1	8307	29	11	0.5247160757123992	1.766874253673229
jung	1	8307	29	11	0.5247160757123992	1.766874253673229
ebenfalls	1	8307	23	9	0.5558469943075725	1.7428550355929964
holen	1	8307	14	6	0.6468187725132991	1.7069918225339664
werfen	1	8307	14	6	0.6468187725132991	1.7069918225339664
Gabriel	1	8307	36	13	0.4755470519059295	1.704131866631869
Rumänien	1	8307	11	5	0.7056592725362325	1.692097033820969
Zahl	1	8307	33	12	0.4825157212220229	1.6871198677792554
Botschaft	1	8307	8	4	0.8009694523405575	1.6655691528135026
unzulässig	1	8307	8	4	0.8009694523405575	1.6655691528135026
gleichwohl	1	8307	8	4	0.8009694523405575	1.6655691528135026
beenden	1	8307	8	4	0.8009694523405575	1.6655691528135026
Brief	1	8307	8	4	0.8009694523405575	1.6655691528135026
lassen	1	8307	56	19	0.41320392133179407	1.663291103351331
Anfang	1	8307	24	9	0.5132873798887766	1.6312549237247875
Ende	1	8307	37	13	0.448148077717815	1.618225921348334
Oktober	1	8307	18	7	0.5496550240596514	1.588707358127753
fest	1	8307	18	7	0.5496550240596514	1.588707358127753
massiv	1	8307	18	7	0.5496550240596514	1.588707358127753
trotzdem	1	8307	5	3	0.9832910091345121	1.582545829056669
Rettung	1	8307	5	3	0.9832910091345121	1.582545829056669
Afrika	1	8307	5	3	0.9832910091345121	1.582545829056669
anstatt	1	8307	5	3	0.9832910091345121	1.582545829056669
geordnet	1	8307	5	3	0.9832910091345121	1.582545829056669
betreiben	1	8307	5	3	0.9832910091345121	1.582545829056669
italienisch	1	8307	5	3	0.9832910091345121	1.582545829056669
ausdrücklich	1	8307	5	3	0.9832910091345121	1.582545829056669
gefordert	1	8307	5	3	0.9832910091345121	1.582545829056669
Schlepperbande	1	8307	5	3	0.9832910091345121	1.582545829056669
Söder	1	8307	5	3	0.9832910091345121	1.582545829056669
überlegen	1	8307	5	3	0.9832910091345121	1.582545829056669
schloss	1	8307	5	3	0.9832910091345121	1.582545829056669
Afghanistan	1	8307	5	3	0.9832910091345121	1.582545829056669
aufhalten	1	8307	5	3	0.9832910091345121	1.582545829056669
individuell	1	8307	5	3	0.9832910091345121	1.582545829056669
Jugend	1	8307	5	3	0.9832910091345121	1.582545829056669
fühlen	1	8307	5	3	0.9832910091345121	1.582545829056669
Tunesien	1	8307	5	3	0.9832910091345121	1.582545829056669
wiederholen	1	8307	5	3	0.9832910091345121	1.582545829056669
abweisen	1	8307	5	3	0.9832910091345121	1.582545829056669
Kontingentlösung	1	8307	5	3	0.9832910091345121	1.582545829056669
Schlepperboot	1	8307	5	3	0.9832910091345121	1.582545829056669
rechtspopulistisch	1	8307	5	3	0.9832910091345121	1.582545829056669
Einschränkung	1	8307	15	6	0.5778259010263477	1.5647815474764666
Bundestag	1	8307	28	10	0.46449721571934455	1.5477997171838245
einreisen	1	8307	28	10	0.46449721571934455	1.5477997171838245
wissen	1	8307	12	5	0.6186478955466028	1.5372822695211057
fahren	1	8307	9	4	0.683186416684174	1.5011139856407307
Verfassung	1	8307	9	4	0.683186416684174	1.5011139856407307
Balkanroute	1	8307	9	4	0.683186416684174	1.5011139856407307
Spiel	1	8307	9	4	0.683186416684174	1.5011139856407307
Ägäis	1	8307	9	4	0.683186416684174	1.5011139856407307
erstmals	1	8307	9	4	0.683186416684174	1.5011139856407307
Position	1	8307	9	4	0.683186416684174	1.5011139856407307
verschärfen	1	8307	9	4	0.683186416684174	1.5011139856407307
jedoch	1	8307	9	4	0.683186416684174	1.5011139856407307
griechisch	1	8307	9	4	0.683186416684174	1.5011139856407307
