token	label	f_x	f_y	f_xy	pmi	pmi_freq
appellieren	8	5583	9	4	1.080558683212885	2.374230096009413
finanzieren	8	5583	9	4	1.080558683212885	2.374230096009413
Verfassung	8	5583	9	4	1.080558683212885	2.374230096009413
gelten	8	5583	34	10	0.6677134678070982	2.3545984146295154
Abschiebung	8	5583	78	20	0.5305123462936131	2.3112878217651893
darüber	8	5583	18	6	0.7928766107611042	2.2917081632403256
Grundlage	8	5583	14	5	0.8618694822480556	2.274522974298439
gesetzlich	8	5583	14	5	0.8618694822480556	2.274522974298439
Flüchtlingszahl	8	5583	14	5	0.8618694822480556	2.274522974298439
bisher	8	5583	35	10	0.6387259309338459	2.27089300036867
geltend	8	5583	10	4	0.9751981675550587	2.245476763327388
Antragsteller	8	5583	10	4	0.9751981675550587	2.245476763327388
zudem	8	5583	44	12	0.592205915298953	2.2410194858193733
Lehrkraft	8	5583	5	3	1.380663275663223	2.2220918201578446
Investition	8	5583	5	3	1.380663275663223	2.2220918201578446
minderjährige	8	5583	5	3	1.380663275663223	2.2220918201578446
Anteil	8	5583	5	3	1.380663275663223	2.2220918201578446
Stein	8	5583	5	3	1.380663275663223	2.2220918201578446
Altmaier	8	5583	5	3	1.380663275663223	2.2220918201578446
Flüchtlingshilfe	8	5583	5	3	1.380663275663223	2.2220918201578446
Frist	8	5583	5	3	1.380663275663223	2.2220918201578446
SPD-Politiker	8	5583	5	3	1.380663275663223	2.2220918201578446
verlängern	8	5583	5	3	1.380663275663223	2.2220918201578446
wann	8	5583	5	3	1.380663275663223	2.2220918201578446
strukturell	8	5583	5	3	1.380663275663223	2.2220918201578446
vollständig	8	5583	5	3	1.380663275663223	2.2220918201578446
Frau	8	5583	19	6	0.7388093894908284	2.175379164590956
de	8	5583	81	20	0.49277201831076606	2.1654615793119776
Michael	8	5583	6	3	1.1983417188692684	2.1471401221550352
Voraussetzung	8	5583	6	3	1.1983417188692684	2.1471401221550352
Klage	8	5583	6	3	1.1983417188692684	2.1471401221550352
Woidke	8	5583	6	3	1.1983417188692684	2.1471401221550352
Dietmar	8	5583	6	3	1.1983417188692684	2.1471401221550352
anwenden	8	5583	6	3	1.1983417188692684	2.1471401221550352
Pistorius	8	5583	6	3	1.1983417188692684	2.1471401221550352
planen	8	5583	28	8	0.6387259309338459	2.128365427823617
umsetzen	8	5583	11	4	0.8798879877507338	2.1098792464195553
durchführen	8	5583	11	4	0.8798879877507338	2.1098792464195553
Prozent	8	5583	11	4	0.8798879877507338	2.1098792464195553
Ralf	8	5583	11	4	0.8798879877507338	2.1098792464195553
stellen	8	5583	92	22	0.46074277573848943	2.083381420292169
Regelung	8	5583	20	6	0.6875160951032778	2.0596141546887043
daher	8	5583	7	3	1.0441910390420102	2.0319019404244605
zusagen	8	5583	7	3	1.0441910390420102	2.0319019404244605
nachhaltig	8	5583	7	3	1.0441910390420102	2.0319019404244605
Verwaltung	8	5583	7	3	1.0441910390420102	2.0319019404244605
rechnen	8	5583	7	3	1.0441910390420102	2.0319019404244605
Bedarf	8	5583	7	3	1.0441910390420102	2.0319019404244605
bürokratisch	8	5583	7	3	1.0441910390420102	2.0319019404244605
abfertigen	8	5583	7	3	1.0441910390420102	2.0319019404244605
international	8	5583	16	5	0.728338089623533	2.0193819732678744
müssten	8	5583	16	5	0.728338089623533	2.0193819732678744
sorgen	8	5583	16	5	0.728338089623533	2.0193819732678744
fordern	8	5583	333	71	0.3460262864900854	2.0097699772132107
Hilfe	8	5583	34	9	0.5623529521492718	1.9830592513605534
besonderer	8	5583	12	4	0.7928766107611042	1.9702243625416398
mindestens	8	5583	12	4	0.7928766107611042	1.9702243625416398
richtig	8	5583	21	6	0.6387259309338459	1.9446154282838752
bekommen	8	5583	39	10	0.5305123462936131	1.9435646846795303
deutlich	8	5583	39	10	0.5305123462936131	1.9435646846795303
künftig	8	5583	67	16	0.45938500227802903	1.9315727285373308
Ministerpräsident	8	5583	67	16	0.45938500227802903	1.9315727285373308
Monat	8	5583	53	13	0.48614634333862866	1.9301428957602909
Mai	8	5583	8	3	0.9106596464174876	1.8936634990919947
verhandeln	8	5583	8	3	0.9106596464174876	1.8936634990919947
Schaffung	8	5583	8	3	0.9106596464174876	1.8936634990919947
Immobilie	8	5583	8	3	0.9106596464174876	1.8936634990919947
einstellen	8	5583	8	3	0.9106596464174876	1.8936634990919947
mahnen	8	5583	8	3	0.9106596464174876	1.8936634990919947
tragen	8	5583	8	3	0.9106596464174876	1.8936634990919947
Jelpke	8	5583	8	3	0.9106596464174876	1.8936634990919947
Verantwortung	8	5583	17	5	0.6677134678070982	1.8917747069971211
Bau	8	5583	17	5	0.6677134678070982	1.8917747069971211
Unterkunft	8	5583	26	7	0.5793025104630452	1.8874235038068008
Aufgabe	8	5583	26	7	0.5793025104630452	1.8874235038068008
drei	8	5583	45	11	0.4827216824572646	1.8375585216088886
Dauer	8	5583	13	4	0.7128339030875678	1.8283828617012563
Wohnraum	8	5583	13	4	0.7128339030875678	1.8283828617012563
Flüchtlingskind	8	5583	13	4	0.7128339030875678	1.8283828617012563
Rückkehr	8	5583	13	4	0.7128339030875678	1.8283828617012563
inhaftieren	8	5583	13	4	0.7128339030875678	1.8283828617012563
Kirchenasyl	8	5583	13	4	0.7128339030875678	1.8283828617012563
zuständig	8	5583	18	5	0.6105550539671495	1.7647310846274173
massiv	8	5583	18	5	0.6105550539671495	1.7647310846274173
hart	8	5583	18	5	0.6105550539671495	1.7647310846274173
pro	8	5583	32	8	0.5051945383093233	1.7508708493169536
Mann	8	5583	9	3	0.7928766107611042	1.7421279759593413
München	8	5583	9	3	0.7928766107611042	1.7421279759593413
Wohnungsbau	8	5583	9	3	0.7928766107611042	1.7421279759593413
Raum	8	5583	9	3	0.7928766107611042	1.7421279759593413
Ablehnung	8	5583	9	3	0.7928766107611042	1.7421279759593413
Nordrhein-Westfalen	8	5583	9	3	0.7928766107611042	1.7421279759593413
bedeuten	8	5583	9	3	0.7928766107611042	1.7421279759593413
Ministerium	8	5583	9	3	0.7928766107611042	1.7421279759593413
wichtig	8	5583	37	9	0.47779556412120877	1.7252805610672248
Koalition	8	5583	37	9	0.47779556412120877	1.7252805610672248
Grund	8	5583	14	4	0.6387259309338459	1.6856343496462953
festlegen	8	5583	14	4	0.6387259309338459	1.6856343496462953
Thema	8	5583	19	5	0.5564878326968737	1.6385444660245276
Ziel	8	5583	19	5	0.5564878326968737	1.6385444660245276
Versorgung	8	5583	19	5	0.5564878326968737	1.6385444660245276
neben	8	5583	19	5	0.5564878326968737	1.6385444660245276
Woche	8	5583	53	12	0.4061036356650923	1.612349980745233
gut	8	5583	98	21	0.3510438584820649	1.6095246747273022
Balkanstaat	8	5583	24	6	0.5051945383093233	1.6055354375448068
darauf	8	5583	24	6	0.5051945383093233	1.6055354375448068
vorübergehend	8	5583	24	6	0.5051945383093233	1.6055354375448068
abgelehnt	8	5583	24	6	0.5051945383093233	1.6055354375448068
ausbauen	8	5583	10	3	0.6875160951032778	1.5830643117782843
verabschieden	8	5583	10	3	0.6875160951032778	1.5830643117782843
